Sample_ID,Year,Country,Continent,NG_MAST,azm_mic,cip_mic,cfx_mic
15335_5#8,2005,USA,America,4,1,0.008,0.004
17176_1#69,2000,USA,America,9758,0.25,0.008,0.004
17225_2#7,2004,USA,America,4,2,0.008,0.004
17225_2#9,2004,USA,America,4,1,0.004,0.004
15335_4#33,2005,USA,America,64,4,0.004,0.004
17150_8#88,2001,USA,America,2514,2,0.004,0.008
17176_1#34,2003,USA,America,104,0.5,0.004,0.008
15335_4#12,2005,USA,America,38,4,0.004,0.008
17225_3#18,2002,USA,America,-,4,0.004,0.008
17225_3#43,2003,USA,America,-,2,0.004,0.008
17225_3#44,2003,USA,America,-,2,0.004,0.008
17150_8#43,2004,USA,America,-,0.5,0.004,0.008
15335_5#2,2005,USA,America,-,0.5,0.004,0.008
15335_5#3,2005,USA,America,-,0.5,0.004,0.008
17225_3#72,2004,USA,America,64,8,0.004,0.008
17176_1#37,2004,USA,America,231,0.5,0.008,0.008
17225_3#73,2004,USA,America,40,1,0.004,0.008
15335_4#15,2005,USA,America,64,4,0.004,0.008
17225_3#45,2003,USA,America,4911,1,0.004,0.008
17225_3#76,2004,USA,America,-,1,0.002,0.008
17176_1#63,2000,USA,America,5,0.25,0.015,0.008
15335_4#20,2005,USA,America,64,16,0.004,0.008
15335_4#21,2005,USA,America,64,16,0.004,0.008
17150_8#74,2000,USA,America,1306,2,0.008,0.008
17225_3#47,2003,USA,America,231,2,0.004,0.008
17150_8#76,2000,USA,America,3305,2,0.004,0.008
17150_8#78,2000,USA,America,3305,1,0.004,0.008
17150_8#1,2002,USA,America,-,0.25,0.015,0.008
17176_1#44,2003,USA,America,-,0.25,2,0.008
17176_1#45,2003,USA,America,-,0.25,0.125,0.008
17225_3#83,2004,USA,America,26,2,0.004,0.008
17176_1#46,2004,USA,America,-,0.5,0.015,0.008
17225_3#88,2004,USA,America,-,2,0.008,0.008
17225_3#90,2004,USA,America,26,8,0.004,0.008
15335_2#9,2005,USA,America,-,4,0.008,0.008
15335_2#12,2006,USA,America,64,16,0.004,0.008
17176_1#68,2000,USA,America,-,0.25,0.008,0.008
17150_8#4,2002,USA,America,-,0.25,0.008,0.008
17225_2#8,2004,USA,America,64,4,0.004,0.008
15335_2#11,2005,USA,America,64,8,0.004,0.008
8289_2#29,2009,USA,America,1407,0.5,32,0.25
15335_4#38,2006,USA,America,-,2,0.008,0.008
17225_3#8,2001,USA,America,-,2,0.004,0.008
15335_3#16,2006,USA,America,-,0.125,0.004,0.008
17150_8#81,2000,USA,America,-,1,0.004,0.008
17150_8#15,2002,USA,America,40,0.25,0.004,0.008
17225_3#34,2002,USA,America,-,4,0.008,0.008
15335_4#28,2005,USA,America,1028,2,0.008,0.008
15335_4#29,2005,USA,America,1028,2,0.008,0.008
15335_4#30,2005,USA,America,-,2,0.008,0.008
15335_4#32,2005,USA,America,64,4,0.004,0.008
15335_4#45,2006,USA,America,359,8,0.004,0.008
17225_3#54,2003,USA,America,3658,2,0.002,0.008
17225_3#36,2002,USA,America,-,4,0.004,0.008
17150_8#67,2004,USA,America,-,0.25,0.004,0.008
17150_8#87,2001,USA,America,-,2,0.004,0.015
17150_8#90,2001,USA,America,-,2,0.004,0.015
17176_1#74,2001,USA,America,108,0.25,0.008,0.015
17225_3#11,2002,USA,America,569,2,0.004,0.015
17225_3#61,2004,USA,America,-,4,0.004,0.015
17176_1#59,2000,USA,America,5,0.5,0.015,0.015
17150_8#37,2004,USA,America,-,0.5,0.004,0.015
15335_4#11,2005,USA,America,26,4,0.004,0.015
15335_3#52,2011,USA,America,1514,0.5,0.015,0.015
15335_2#83,2012,USA,America,8238,0.06,0.015,0.015
17176_1#1,2013,USA,America,4416,0.125,2,0.015
17176_1#2,2013,USA,America,8968,0.125,0.015,0.015
17176_1#3,2013,USA,America,7752,0.5,0.015,0.015
17176_1#76,2001,USA,America,-,0.25,0.008,0.015
17150_8#44,2004,USA,America,-,0.25,0.004,0.015
15335_3#27,2011,USA,America,-,0.125,4,0.015
15335_3#28,2011,USA,America,9345,0.25,4,0.015
15335_3#29,2011,USA,America,3307,0.25,1,0.015
17150_8#71,2000,USA,America,-,1,0.004,0.015
17225_3#67,2004,USA,America,64,2,0.004,0.015
17176_1#36,2004,USA,America,-,0.5,0.004,0.015
17225_3#68,2004,USA,America,-,1,0.004,0.015
15335_5#5,2005,USA,America,-,1,0.016,0.032
15335_4#16,2005,USA,America,225,2,16,0.015
15335_4#17,2005,USA,America,-,2,0.008,0.015
15335_4#18,2005,USA,America,64,8,0.008,0.015
15335_4#73,2009,USA,America,-,2,16,0.015
15335_3#30,2011,USA,America,3307,0.25,4,0.015
15335_4#81,2011,USA,America,2992,8,0.015,0.015
15335_3#31,2011,USA,America,-,0.06,2,0.015
15335_3#32,2011,USA,America,8500,0.25,1,0.015
15335_2#87,2012,USA,America,-,0.5,0.015,0.015
15335_4#6,2012,USA,America,-,0.25,0.015,0.015
15335_4#7,2012,USA,America,9604,0.5,0.015,0.015
15335_7#25,2012,USA,America,2992,16,0.015,0.015
15335_7#52,2013,USA,America,10941,2,0.004,0.015
17225_3#74,2004,USA,America,-,1,0.004,0.015
17225_3#75,2004,USA,America,-,1,0.004,0.015
17225_3#77,2004,USA,America,-,2,0.002,0.015
17225_3#78,2004,USA,America,-,1,0.004,0.015
15335_5#90,2010,USA,America,1407,0.5,8,0.015
15335_5#91,2010,USA,America,-,1,0.015,0.015
15335_3#34,2011,USA,America,3307,0.03,2,0.015
15335_2#90,2012,USA,America,-,0.5,0.015,0.015
15335_2#92,2012,USA,America,25,0.06,0.015,0.015
15335_2#93,2012,USA,America,8418,0.5,0.015,0.015
15335_2#95,2012,USA,America,508,0.25,0.015,0.015
17150_8#73,2000,USA,America,231,1,0.015,0.015
15335_4#35,2006,USA,America,437,2,32,0.015
15335_3#36,2011,USA,America,9103,0.03,0.015,0.015
15335_7#16,2012,USA,America,14646,8,0.015,0.015
15335_7#45,2013,USA,America,8241,2,0.03,0.015
17225_3#3,2001,USA,America,-,4,0.004,0.015
17225_3#4,2001,USA,America,356,1,0.004,0.015
17176_1#90,2002,USA,America,495,0.25,0.008,0.015
17150_8#45,2004,USA,America,3615,0.5,0.004,0.015
15335_6#56,2011,USA,America,9222,0.5,8,0.015
15335_7#56,2013,USA,America,-,8,0.015,0.015
17176_1#41,2004,USA,America,-,0.5,0.015,0.015
15335_4#82,2011,USA,America,-,4,0.015,0.015
17176_1#64,2000,USA,America,-,0.25,0.008,0.015
17176_1#65,2000,USA,America,-,0.25,0.008,0.015
17176_1#66,2000,USA,America,5,0.5,0.015,0.015
17225_3#7,2001,USA,America,5,4,0.015,0.015
15335_5#32,2006,USA,America,-,0.5,8,0.015
15335_3#37,2011,USA,America,5256,0.06,2,0.015
15335_3#55,2011,USA,America,-,0.06,4,0.015
15335_7#14,2012,USA,America,7627,2,0.015,0.015
15335_7#32,2013,USA,America,-,8,0.015,0.015
17176_1#7,2013,USA,America,4392,0.125,0.015,0.015
17150_8#75,2000,USA,America,8098,1,0.004,0.015
15335_3#56,2011,USA,America,41,0.25,0.015,0.015
15335_3#2,2012,USA,America,5004,0.5,0.5,0.015
15335_3#3,2012,USA,America,-,0.25,0.015,0.015
15335_3#4,2012,USA,America,-,1,0.015,0.015
15335_3#5,2012,USA,America,-,0.5,0.015,0.015
15335_4#24,2005,USA,America,64,8,0.008,0.015
15335_3#12,2005,USA,America,292,0.5,4,0.015
15335_4#42,2010,USA,America,-,1,16,0.015
15335_3#39,2011,USA,America,3307,0.125,2,0.015
15335_3#40,2011,USA,America,6734,0.25,4,0.015
17176_1#91,2002,USA,America,673,0.25,8,0.015
17225_3#49,2003,USA,America,-,2,0.004,0.015
17225_3#84,2004,USA,America,26,2,0.004,0.015
17225_3#87,2004,USA,America,437,1,16,0.015
17176_1#48,2004,USA,America,5,0.5,0.008,0.015
17176_1#49,2004,USA,America,-,0.5,0.004,0.015
15335_4#25,2005,USA,America,64,8,0.008,0.015
15335_2#8,2005,USA,America,64,8,0.004,0.015
15335_3#15,2006,USA,America,-,0.5,0.004,0.015
15335_4#83,2011,USA,America,7268,2,0.015,0.015
15335_3#6,2012,USA,America,-,0.25,0.015,0.015
15335_3#7,2012,USA,America,3307,0.125,4,0.015
15335_3#8,2012,USA,America,2400,0.25,16,0.015
15335_3#9,2012,USA,America,-,0.03,0.5,0.015
15335_2#5,2012,USA,America,2400,0.25,8,0.015
17150_8#47,2004,USA,America,951,0.25,0.004,0.015
15335_4#78,2010,USA,America,2992,2,0.015,0.015
15335_7#26,2013,USA,America,3935,4,0.015,0.015
15335_7#38,2013,USA,America,3935,2,0.015,0.015
15335_7#36,2013,USA,America,3935,2,0.015,0.015
15335_7#57,2013,USA,America,3935,2,0.015,0.015
15335_7#34,2013,USA,America,3935,2,0.015,0.015
17176_1#67,2000,USA,America,-,0.25,0.008,0.015
17225_3#25,2002,USA,America,-,1,0.008,0.015
17225_3#26,2002,USA,America,64,1,0.004,0.015
17150_8#24,2003,USA,America,-,0.5,2,0.015
17225_2#1,2004,USA,America,3108,1,4,0.015
17225_2#2,2004,USA,America,1140,1,0.015,0.015
17225_2#3,2004,USA,America,3108,1,4,0.015
17225_2#4,2004,USA,America,672,1,4,0.015
17225_2#6,2004,USA,America,3108,1,4,0.015
15335_4#26,2005,USA,America,359,8,0.008,0.015
15335_2#10,2005,USA,America,64,4,0.004,0.015
15335_5#13,2005,USA,America,1105,0.5,0.004,0.015
15335_5#14,2005,USA,America,-,0.5,16,0.015
15335_5#15,2005,USA,America,25,1,0.008,0.015
15335_5#16,2005,USA,America,225,1,16,0.015
15335_6#81,2012,USA,America,3935,1,0.015,0.015
15335_3#80,2012,USA,America,-,0.06,0.015,0.015
15335_7#7,2013,USA,America,7958,0.5,0.015,0.015
17176_1#8,2013,USA,America,508,0.5,0.015,0.015
15335_6#90,2013,USA,America,3935,1,0.015,0.015
17176_1#9,2013,USA,America,-,0.5,0.015,0.015
15335_3#46,2011,USA,America,4782,0.25,0.015,0.015
15335_3#81,2012,USA,America,13406,0.5,0.5,0.015
15335_3#83,2012,USA,America,161,0.25,0.015,0.015
15335_3#84,2012,USA,America,5618,0.06,0.03,0.015
17176_1#11,2013,USA,America,-,0.125,0.03,0.015
17176_1#13,2013,USA,America,7976,1,0.015,0.015
17225_2#10,2004,USA,America,64,1,0.004,0.015
15335_4#41,2006,USA,America,64,4,0.004,0.015
15335_7#8,2010,USA,America,2992,2,0.015,0.015
15335_3#63,2011,USA,America,7969,0.25,4,0.015
15335_7#58,2013,USA,America,7619,16,0.015,0.015
17176_1#84,2001,USA,America,-,0.5,0.004,0.015
17150_8#9,2002,USA,America,-,0.25,0.002,0.015
17225_3#30,2002,USA,America,7468,1,0.004,0.015
17176_1#57,2003,USA,America,495,0.25,0.008,0.015
17150_8#53,2004,USA,America,-,0.5,0.004,0.015
17225_2#11,2004,USA,America,-,1,16,0.015
15335_5#22,2005,USA,America,-,1,0.004,0.015
15335_2#59,2005,USA,America,437,1,16,0.015
15335_4#43,2006,USA,America,64,4,0.002,0.015
15335_6#49,2010,USA,America,437,0.5,16,0.015
15335_3#65,2011,USA,America,5276,0.125,0.015,0.015
15335_3#49,2011,USA,America,-,0.25,0.015,0.015
15335_3#51,2011,USA,America,437,0.5,16,0.015
15335_3#66,2011,USA,America,-,0.125,8,0.015
15335_3#85,2012,USA,America,8223,0.25,0.015,0.015
15335_3#86,2012,USA,America,-,0.125,0.015,0.015
15335_6#82,2012,USA,America,2992,0.5,0.015,0.015
15335_3#89,2012,USA,America,-,0.5,0.015,0.015
15335_3#90,2012,USA,America,-,0.125,0.015,0.015
15335_6#86,2013,USA,America,-,1,0.015,0.015
17176_1#15,2013,USA,America,8463,0.25,0.015,0.015
15335_7#54,2013,USA,America,5268,16,0.015,0.015
17176_1#19,2013,USA,America,-,0.5,0.015,0.015
17150_8#12,2002,USA,America,-,0.25,0.004,0.015
15335_5#23,2005,USA,America,69,0.5,4,0.015
15335_5#40,2006,USA,America,-,0.5,8,0.015
15335_3#67,2011,USA,America,-,0.06,0.015,0.015
15335_3#68,2011,USA,America,-,0.25,4,0.015
15335_4#85,2011,USA,America,-,16,0.015,0.015
15335_4#87,2011,USA,America,2992,2,0.015,0.015
15335_3#70,2011,USA,America,3307,0.25,4,0.015
15335_4#88,2011,USA,America,470,4,0.015,0.015
15335_3#91,2012,USA,America,-,0.125,0.015,0.015
15335_3#93,2012,USA,America,465,1,0.015,0.015
15335_7#24,2012,USA,America,5268,2,0.015,0.015
15335_6#92,2013,USA,America,8247,0.5,0.015,0.015
17176_1#21,2013,USA,America,437,1,16,0.015
15335_7#30,2013,USA,America,9438,2,0.004,0.015
15335_7#37,2013,USA,America,8474,2,0.004,0.015
15335_7#53,2013,USA,America,654,2,0.004,0.015
15335_3#94,2012,USA,America,508,0.5,0.015,0.015
8289_2#48,2009,USA,America,-,1,16,0.06
17150_8#57,2004,USA,America,-,0.25,8,0.015
15335_4#80,2006,USA,America,225,2,32,0.015
15335_4#89,2011,USA,America,2992,8,0.015,0.015
15335_3#72,2011,USA,America,-,0.06,4,0.015
15335_4#91,2011,USA,America,2992,8,0.015,0.015
15335_7#19,2012,USA,America,2992,16,0.015,0.015
15335_6#53,2010,USA,America,-,0.5,0.015,0.015
15335_6#14,2011,USA,America,-,0.25,2,0.015
15335_3#95,2012,USA,America,-,0.5,0.015,0.015
15335_4#1,2012,USA,America,-,0.125,0.015,0.015
17225_2#13,2004,USA,America,1360,4,4,0.015
17150_8#58,2004,USA,America,1366,0.25,8,0.015
17225_2#15,2004,USA,America,381,4,0.008,0.015
15335_5#24,2005,USA,America,5466,0.5,8,0.015
15335_3#74,2011,USA,America,3307,0.125,4,0.015
15335_4#3,2012,USA,America,3307,0.25,16,0.015
15335_4#4,2012,USA,America,8420,0.5,0.015,0.015
15335_7#50,2013,USA,America,8241,8,0.015,0.015
17150_8#22,2002,USA,America,395,0.25,8,0.015
17150_8#62,2004,USA,America,-,0.25,8,0.015
17150_8#84,2000,USA,America,-,1,0.008,0.015
17176_1#71,2000,USA,America,-,0.25,0.008,0.015
17150_8#85,2000,USA,America,-,1,0.03,0.015
17150_8#86,2000,USA,America,64,2,0.008,0.015
17150_8#33,2003,USA,America,-,0.25,16,0.015
17225_3#53,2003,USA,America,1195,2,0.008,0.015
17150_8#63,2004,USA,America,964,0.25,8,0.015
17150_8#64,2004,USA,America,13993,0.25,8,0.015
17150_8#65,2004,USA,America,2202,0.25,4,0.015
17150_8#66,2004,USA,America,-,0.25,8,0.015
15335_5#31,2005,USA,America,437,0.5,16,0.015
15335_5#43,2006,USA,America,6465,0.5,8,0.015
15335_6#20,2011,USA,America,225,0.03,8,0.015
15335_6#19,2011,USA,America,9245,0.25,4,0.015
15335_6#9,2011,USA,America,1582,0.03,2,0.015
15335_6#5,2011,USA,America,9246,0.06,8,0.015
15335_4#95,2011,USA,America,9249,4,0.015,0.015
15335_6#7,2011,USA,America,7584,0.06,4,0.015
15335_7#33,2013,USA,America,6955,8,0.015,0.015
17225_3#55,2003,USA,America,508,4,0.002,0.015
17225_3#56,2003,USA,America,508,4,0.002,0.015
17225_3#37,2002,USA,America,685,1,0.004,0.015
17176_1#18,2013,USA,America,8241,1,0.015,0.015
15335_7#23,2012,USA,America,730,2,0.015,0.015
17176_1#32,2000,USA,America,1195,0.25,0.004,0.03
17150_8#69,2000,USA,America,-,2,0.004,0.03
17150_8#89,2001,USA,America,228,1,0.004,0.03
17225_3#38,2003,USA,America,8097,4,0.004,0.03
17225_3#39,2003,USA,America,8097,2,0.004,0.03
17225_3#41,2003,USA,America,-,4,0.004,0.03
17225_3#57,2004,USA,America,21,1,0.008,0.03
17225_3#58,2004,USA,America,8097,4,0.004,0.03
17225_3#59,2004,USA,America,8097,4,0.004,0.03
17225_3#60,2004,USA,America,8097,4,0.004,0.03
17225_3#62,2004,USA,America,8097,4,0.004,0.03
17225_3#63,2004,USA,America,8097,4,0.004,0.03
17176_1#58,2000,USA,America,3654,0.25,0.008,0.03
17176_1#86,2002,USA,America,5,0.25,0.015,0.03
17150_8#38,2004,USA,America,8959,0.5,0.004,0.03
17225_3#64,2004,USA,America,1034,1,0.015,0.03
17150_8#39,2004,USA,America,64,0.5,0.008,0.03
17150_8#40,2004,USA,America,-,0.5,0.004,0.03
15335_3#11,2005,USA,America,21,1,0.008,0.03
15335_3#23,2011,USA,America,8240,0.25,0.015,0.03
15335_6#83,2012,USA,America,8300,0.5,0.015,0.03
15335_2#84,2012,USA,America,2992,0.5,0.015,0.03
17176_1#60,2000,USA,America,1109,0.25,0.004,0.03
17150_8#41,2004,USA,America,21,0.5,0.008,0.03
15335_3#25,2011,USA,America,9345,0.25,4,0.03
15335_3#26,2011,USA,America,9345,0.25,2,0.03
15335_7#12,2012,USA,America,2992,8,0.015,0.03
15335_2#85,2012,USA,America,8425,0.25,4,0.03
15335_2#86,2012,USA,America,756,0.5,0.015,0.03
15335_4#5,2012,USA,America,-,0.125,4,0.03
17176_1#4,2013,USA,America,508,0.25,0.015,0.03
17225_3#69,2004,USA,America,-,2,0.015,0.03
15335_4#19,2005,USA,America,40,2,0.008,0.03
15335_5#89,2010,USA,America,437,1,16,0.03
15335_2#30,2011,USA,America,1978,1,16,0.03
15335_3#54,2011,USA,America,-,1,16,0.03
15335_2#88,2012,USA,America,2992,16,0.015,0.03
15335_7#27,2013,USA,America,-,2,0.004,0.03
15335_7#42,2013,USA,America,4995,2,4,0.03
15335_7#35,2013,USA,America,8539,2,16,0.03
15335_7#43,2013,USA,America,5049,2,0.004,0.03
17176_1#81,2001,USA,America,21,0.5,0.008,0.03
17176_1#89,2002,USA,America,21,0.25,0.008,0.03
15335_2#6,2005,USA,America,-,2,0.004,0.03
15335_5#6,2005,USA,America,437,1,16,0.03
17150_8#72,2000,USA,America,21,1,0.015,0.03
17225_3#81,2004,USA,America,21,1,0.015,0.03
15335_2#91,2012,USA,America,8418,0.5,0.015,0.03
15335_2#94,2012,USA,America,-,1,0.015,0.03
17225_3#46,2003,USA,America,-,1,0.03,0.03
15335_7#15,2012,USA,America,8241,2,0.03,0.03
15335_7#48,2013,USA,America,8241,2,0.03,0.03
17225_3#6,2001,USA,America,5,1,0.008,0.03
17225_3#19,2002,USA,America,64,2,0.008,0.03
17225_3#20,2002,USA,America,-,2,0.008,0.03
17225_3#21,2002,USA,America,25,2,0.008,0.03
17225_3#22,2002,USA,America,5,1,0.008,0.03
17225_3#23,2002,USA,America,-,2,0.008,0.03
17176_1#27,2013,USA,America,-,0.5,0.015,0.03
17176_1#28,2013,USA,America,2992,0.5,0.015,0.03
17176_1#5,2013,USA,America,2992,1,0.015,0.03
15335_5#7,2005,USA,America,-,0.5,16,0.03
15335_4#36,2006,USA,America,-,8,0.125,0.03
15335_7#28,2013,USA,America,3935,2,0.015,0.03
17150_8#23,2003,USA,America,14391,0.5,2,0.03
17225_3#82,2004,USA,America,437,8,8,0.03
15335_5#9,2005,USA,America,1978,0.5,16,0.03
15335_4#37,2010,USA,America,1978,0.5,32,0.03
15335_3#57,2011,USA,America,1978,0.25,16,0.03
15335_3#41,2011,USA,America,7960,0.25,0.015,0.03
15335_3#44,2011,USA,America,2400,0.125,8,0.03
17150_8#79,2000,USA,America,64,2,0.004,0.03
15335_5#34,2006,USA,America,-,0.5,4,0.03
17225_3#85,2004,USA,America,1366,1,16,0.03
17225_3#86,2004,USA,America,21,1,0.03,0.03
17176_1#47,2004,USA,America,-,0.25,0.004,0.03
17225_3#89,2004,USA,America,40,1,0.008,0.03
15335_5#11,2005,USA,America,1207,1,0.004,0.03
15335_6#61,2011,USA,America,7631,0.5,16,0.03
15335_3#58,2011,USA,America,3307,0.125,4,0.03
15335_7#22,2012,USA,America,649,16,0.016,0.063
17150_8#3,2002,USA,America,5,0.25,0.015,0.03
17176_1#50,2004,USA,America,757,0.25,4,0.03
17225_3#91,2004,USA,America,5,1,0.015,0.03
15335_5#12,2005,USA,America,292,0.5,8,0.03
15335_4#76,2010,USA,America,-,2,16,0.03
8289_2#61,2009,USA,America,3158,0.5,32,0.5
15335_4#77,2010,USA,America,359,2,0.015,0.03
15335_7#29,2013,USA,America,3935,2,0.015,0.03
17225_3#24,2002,USA,America,-,1,0.015,0.03
17150_8#5,2002,USA,America,7639,0.5,0.004,0.03
15335_6#71,2012,USA,America,7977,0.5,0.015,0.03
15335_3#79,2012,USA,America,1034,2,0.015,0.03
17176_1#10,2013,USA,America,7977,1,0.015,0.03
15335_5#17,2005,USA,America,437,0.5,4,0.03
15335_5#36,2006,USA,America,5556,0.5,0.008,0.03
15335_7#11,2012,USA,America,1034,2,0.015,0.03
17176_1#12,2013,USA,America,4321,1,0.5,0.03
17150_8#80,2000,USA,America,64,2,0.004,0.03
17225_3#9,2001,USA,America,64,1,0.004,0.03
17225_3#27,2002,USA,America,40,2,0.004,0.03
17150_8#7,2002,USA,America,-,0.25,2,0.03
17150_8#8,2002,USA,America,671,0.25,2,0.03
17150_8#25,2003,USA,America,964,0.25,4,0.03
17150_8#26,2003,USA,America,225,1,32,0.063
17150_8#27,2003,USA,America,225,0.25,4,0.03
17150_8#28,2003,USA,America,225,0.25,4,0.03
17150_8#49,2004,USA,America,7607,0.5,0.008,0.03
17150_8#50,2004,USA,America,-,0.25,8,0.03
15335_5#18,2005,USA,America,-,0.5,2,0.03
15335_3#13,2005,USA,America,437,0.5,8,0.03
15335_5#37,2006,USA,America,225,0.5,16,0.03
15841_6#73,2006,USA,America,64,8,0.008,0.03
15335_5#39,2006,USA,America,-,1,4,0.03
15335_6#51,2010,USA,America,437,1,16,0.03
15335_7#10,2010,USA,America,2992,4,0.015,0.03
15335_3#47,2011,USA,America,7611,0.06,2,0.03
15335_3#48,2011,USA,America,2400,0.125,8,0.03
15335_3#64,2011,USA,America,9230,0.25,4,0.03
15335_6#78,2012,USA,America,2992,0.5,0.015,0.03
15335_4#8,2012,USA,America,7960,0.5,0.015,0.03
15335_6#94,2013,USA,America,7019,0.5,0.015,0.03
15335_6#95,2013,USA,America,3935,0.5,0.015,0.03
17225_3#31,2002,USA,America,21,1,0.015,0.03
17150_8#11,2002,USA,America,495,0.25,0.008,0.03
17150_8#31,2003,USA,America,21,0.5,0.015,0.03
17225_3#51,2003,USA,America,64,4,0.004,0.03
17150_8#51,2004,USA,America,757,0.25,4,0.03
17150_8#54,2004,USA,America,-,0.25,0.008,0.03
17225_2#12,2004,USA,America,147,1,8,0.03
15335_4#27,2005,USA,America,-,4,4,0.03
15335_5#81,2009,USA,America,-,0.5,16,0.03
15335_6#48,2010,USA,America,-,0.5,0.015,0.03
15335_3#50,2011,USA,America,437,0.5,16,0.03
15335_6#76,2012,USA,America,2992,0.5,0.015,0.03
15335_3#87,2012,USA,America,8300,1,0.015,0.03
15335_6#85,2012,USA,America,-,0.5,16,0.03
15335_6#93,2013,USA,America,2992,0.5,0.015,0.03
15335_7#4,2013,USA,America,-,1,0.015,0.03
17225_3#32,2002,USA,America,231,1,0.008,0.03
17225_3#33,2002,USA,America,-,1,0.008,0.03
17150_8#56,2004,USA,America,437,0.25,8,0.03
15335_4#75,2009,USA,America,-,4,0.015,0.03
15335_6#66,2011,USA,America,3307,0.5,4,0.03
15335_3#69,2011,USA,America,3307,0.5,4,0.03
15335_3#92,2012,USA,America,-,1,0.015,0.03
17176_1#22,2013,USA,America,730,1,0.015,0.03
15335_6#91,2013,USA,America,2992,0.5,0.015,0.03
15335_7#18,2012,USA,America,1034,2,0.015,0.03
15335_7#39,2013,USA,America,1034,2,0.015,0.03
17150_8#14,2002,USA,America,671,0.25,4,0.03
15335_5#41,2006,USA,America,-,0.5,32,0.03
15335_3#71,2011,USA,America,7117,0.25,16,0.03
15335_6#70,2011,USA,America,1978,0.5,16,0.03
15335_6#55,2011,USA,America,1978,0.5,16,0.03
15335_4#2,2012,USA,America,752,0.125,0.015,0.03
15335_4#9,2012,USA,America,-,0.25,0.015,0.03
17176_1#23,2013,USA,America,-,0.125,0.015,0.03
15335_7#6,2013,USA,America,-,0.5,0.015,0.03
17150_8#17,2002,USA,America,251,0.5,0.015,0.03
17150_8#19,2002,USA,America,225,0.25,8,0.03
17150_8#20,2002,USA,America,225,0.25,8,0.03
17225_2#14,2004,USA,America,381,4,0.008,0.03
17150_8#59,2004,USA,America,1342,0.5,8,0.03
17225_2#16,2004,USA,America,381,2,0.008,0.03
17150_8#60,2004,USA,America,225,0.25,8,0.03
17150_8#61,2004,USA,America,-,0.25,8,0.03
15335_5#29,2005,USA,America,-,0.5,8,0.03
15335_4#31,2005,USA,America,64,4,0.008,0.03
15335_6#52,2010,USA,America,9164,0.5,16,0.03
15335_6#47,2010,USA,America,1978,0.5,8,0.03
15335_7#9,2010,USA,America,-,8,0.015,0.03
15335_6#67,2011,USA,America,7591,0.5,4,0.03
15335_4#92,2011,USA,America,7627,2,0.015,0.03
15335_6#16,2011,USA,America,8562,0.125,4,0.03
15335_4#93,2011,USA,America,7627,2,0.015,0.03
15335_6#57,2011,USA,America,7574,0.5,16,0.03
15335_3#78,2011,USA,America,7631,0.5,16,0.03
15335_6#72,2012,USA,America,2992,1,0.015,0.03
17176_1#70,2000,USA,America,5,0.25,0.015,0.03
17150_8#83,2000,USA,America,85,2,0.008,0.03
17225_3#35,2002,USA,America,21,4,0.008,0.03
17225_3#52,2003,USA,America,64,2,0.004,0.03
15335_6#45,2010,USA,America,1978,0.5,32,0.03
15335_6#54,2010,USA,America,1978,0.5,32,0.03
15335_4#94,2011,USA,America,5699,8,16,0.03
17176_1#72,2000,USA,America,154,0.25,0.06,0.03
17150_8#34,2003,USA,America,437,0.25,16,0.03
17150_8#35,2003,USA,America,2202,0.25,4,0.03
15335_5#30,2005,USA,America,2202,0.5,8,0.03
15335_4#34,2005,USA,America,-,16,0.015,0.03
15335_6#13,2011,USA,America,1614,0.125,4,0.03
15335_6#18,2011,USA,America,1407,0.25,8,0.03
15335_6#12,2011,USA,America,1407,0.25,16,0.03
15335_6#8,2011,USA,America,7631,0.25,16,0.03
17150_8#68,2000,USA,America,11511,1,0.03,0.06
17225_3#12,2002,USA,America,64,4,0.004,0.06
17225_3#40,2003,USA,America,8097,4,0.004,0.06
17225_3#42,2003,USA,America,8097,4,0.004,0.06
15335_6#74,2012,USA,America,1407,0.5,16,0.125
17225_3#1,2001,USA,America,5,1,0.015,0.06
17225_3#13,2002,USA,America,5,1,0.015,0.06
15335_5#88,2010,USA,America,-,1,16,0.06
17176_1#75,2001,USA,America,-,0.5,0.004,0.06
17176_1#87,2002,USA,America,-,0.5,0.004,0.06
17150_8#42,2004,USA,America,-,0.5,0.004,0.06
17225_3#70,2004,USA,America,210,1,0.004,0.06
15335_3#53,2011,USA,America,3307,0.5,4,0.06
15335_3#33,2011,USA,America,-,0.25,16,0.06
15335_2#89,2012,USA,America,14771,1,0.015,0.06
15335_7#31,2013,USA,America,8539,2,16,0.06
17176_1#61,2000,USA,America,21,0.25,0.008,0.06
17176_1#62,2000,USA,America,21,0.5,0.015,0.06
17176_1#78,2001,USA,America,21,0.25,0.015,0.06
17176_1#88,2002,USA,America,21,0.5,0.015,0.06
17225_3#80,2004,USA,America,-,1,0.015,0.06
15335_3#35,2011,USA,America,9304,0.06,2,0.06
15335_3#1,2012,USA,America,-,0.5,8,0.125
17225_3#5,2001,USA,America,64,2,0.004,0.06
15335_5#92,2010,USA,America,-,0.5,0.015,0.06
15335_5#93,2010,USA,America,-,0.5,0.015,0.06
15335_5#94,2010,USA,America,-,0.5,0.015,0.06
15335_7#17,2012,USA,America,649,256,0.015,0.06
17176_1#6,2013,USA,America,8820,0.5,32,0.06
17176_1#29,2013,USA,America,3935,1,0.015,0.06
17176_1#30,2013,USA,America,8820,0.5,16,0.06
